Material type,Material number,Material description,Serial number,Storage location,Movement type,Material document number,Posting date,Quantity,UOM,Amount,Cost object,User Name
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KFG8WL,7SR,311,4900126744,9/16/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KFG8WL,7SR,201,4900127498,9/25/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KGG8WL,OSR,101,5000169002,8/17/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KGG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KGG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KGG8WL,7SR,201,4900129442,10/21/15,1,EA,"2,143.00",1805011,KGYALTSO
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KHG8WL,OSR,101,5000169002,8/17/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KHG8WL,OSR,311,4900126326,9/10/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KHG8WL,7SR,311,4900126326,9/10/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KHG8WL,7SR,201,4900129308,10/20/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KJG8WL,OSR,101,5000169002,8/17/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KJG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KJG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KJG8WL,7SR,201,4900127290,9/23/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KKG8WL,OSR,101,5000169002,8/17/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KKG8WL,OSR,311,4900126744,9/16/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KKG8WL,7SR,311,4900126744,9/16/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KKG8WL,7SR,201,4900127727,9/29/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KLG8WL,OSR,101,5000169002,8/17/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KLG8WL,OSR,311,4900126094,9/8/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KLG8WL,7SR,311,4900126094,9/8/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KLG8WL,7SR,201,4900126849,9/17/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KNG8WL,OSR,101,5000169002,8/17/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KNG8WL,OSR,311,4900126093,9/8/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KNG8WL,3SR,311,4900126093,9/8/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KPG8WL,OSR,101,5000169002,8/17/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KPG8WL,OSR,311,4900126094,9/8/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KPG8WL,7SR,311,4900126094,9/8/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70KPG8WL,7SR,201,4900126247,9/9/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70Q6G8WL,OSR,101,5000169002,8/17/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70Q6G8WL,OSR,311,4900126326,9/10/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70Q6G8WL,7SR,311,4900126326,9/10/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q70Q6G8WL,7SR,201,4900127086,9/21/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q72JQG8WL,OSR,101,5000170353,8/31/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q72JQG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q72JQG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q72JQG8WL,7SR,201,4900130107,10/29/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02Q81FLFVH8,OSR,101,5000169794,8/25/15,1,EA,"2,142.00",,JARIAS
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02Q81FLFVH8,OSR,311,4900125981,9/4/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02Q81FLFVH8,7SR,311,4900125981,9/4/15,1,EA,0,,BILLG
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02Q81FLFVH8,7SR,201,4900126050,9/4/15,1,EA,"2,142.01",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q82UCG8WL,OSR,101,5000170353,8/31/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q82UCG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q82UCG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q82UCG8WL,7SR,201,4900129759,10/26/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q907LG8WL,OSR,101,5000170353,8/31/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q907LG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q907LG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q907LG8WL,7SR,201,4900130788,11/9/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q907VG8WL,OSR,101,5000170353,8/31/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q907VG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q907VG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q907VG8WL,7SR,201,4900129863,10/27/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90A2G8WL,OSR,101,5000170353,8/31/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90A2G8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90A2G8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90A2G8WL,7SR,201,4900129863,10/27/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90GZG8WL,OSR,101,5000170353,8/31/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90GZG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90GZG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90GZG8WL,7SR,201,4900129863,10/27/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H1G8WL,OSR,101,5000170353,8/31/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H1G8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H1G8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H1G8WL,7SR,201,4900129442,10/21/15,1,EA,"2,143.00",1805011,KGYALTSO
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H2G8WL,OSR,101,5000170353,8/31/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H2G8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H2G8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H2G8WL,7SR,201,4900129442,10/21/15,1,EA,"2,143.00",1805011,KGYALTSO
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H3G8WL,OSR,101,5000170353,8/31/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H3G8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H3G8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H3G8WL,7SR,201,4900130197,10/30/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H4G8WL,OSR,101,5000170353,8/31/15,1,EA,"2,143.00",,JARIAS
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H4G8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H4G8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q90H4G8WL,7SR,201,4900129442,10/21/15,1,EA,"2,143.00",1805011,KGYALTSO
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q91ESG8WL,OSR,101,5000171651,9/15/15,1,EA,"2,143.00",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q91ESG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q91ESG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02Q91ESG8WL,7SR,201,4900131129,11/13/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,APPLEDISP27,"Display, 27-inch Thunderbolt Apple (1EA)",SC02Q91WVF2GC,7SR,101,5000173388,10/1/15,1,EA,899,,SCOTBAIN
ZIT,APPLEDISP27,"Display, 27-inch Thunderbolt Apple (1EA)",SC02Q92TGF2GC,7SR,101,5000173801,10/6/15,1,EA,899,,KITOWICZ
ZIT,APPLEDISP27,"Display, 27-inch Thunderbolt Apple (1EA)",SC02Q92ZBF2GC,7SR,101,5000173801,10/6/15,1,EA,899,,KITOWICZ
ZIT,APPLEDISP27,"Display, 27-inch Thunderbolt Apple (1EA)",SC02QC3C7F2GC,7SR,101,5000174423,10/13/15,1,EA,899,,KITOWICZ
ZIT,APPLEDISP27,"Display, 27-inch Thunderbolt Apple (1EA)",SC02QC3C7F2GC,7SR,201,4900129331,10/20/15,1,EA,899,5216201,ZUKOWSKI
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD24HG8WL,OSR,101,5000171651,9/15/15,1,EA,"2,143.00",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD24HG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD24HG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD24HG8WL,7SR,201,4900130788,11/9/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD29UG8WL,OSR,101,5000171651,9/15/15,1,EA,"2,143.00",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD29UG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD29UG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD29UG8WL,7SR,201,4900131665,11/19/15,1,EA,"2,143.00",1805011,ERIKJOHN
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2BKG8WL,OSR,101,5000171651,9/15/15,1,EA,"2,143.00",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2BKG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2BKG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2BKG8WL,7SR,201,4900131276,11/16/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DTG8WL,OSR,101,5000171651,9/15/15,1,EA,"2,143.00",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DTG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DTG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DTG8WL,7SR,201,4900132392,12/2/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DVG8WL,OSR,101,5000171651,9/15/15,1,EA,"2,143.00",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DVG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DVG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DVG8WL,7SR,201,4900129818,10/27/15,1,EA,"2,143.00",6000024,ZUKOWSKI
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DXG8WL,OSR,101,5000171651,9/15/15,1,EA,"2,143.00",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DXG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DXG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DXG8WL,7SR,201,4900131665,11/19/15,1,EA,"2,143.00",1805011,ERIKJOHN
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DYG8WL,OSR,101,5000171651,9/15/15,1,EA,"2,143.00",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DYG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DYG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2DYG8WL,7SR,201,4900130287,11/2/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2EDG8WL,OSR,101,5000171651,9/15/15,1,EA,"2,143.00",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2EDG8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2EDG8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2EDG8WL,7SR,201,4900131129,11/13/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2F3G8WL,OSR,101,5000171651,9/15/15,1,EA,"2,143.00",,BILLG
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2F3G8WL,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2F3G8WL,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO15-R,"Laptop, MacBook Pro 15"" Retina (1 EA)",SC02QD2F3G8WL,7SR,201,4900130571,11/5/15,1,EA,"2,143.00",1805011,FPIERRE
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02QD2PRFVH8,OSR,101,5000171827,9/16/15,1,EA,"2,142.00",,JARIAS
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02QD2PRFVH8,OSR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02QD2PRFVH8,7SR,311,4900127052,9/18/15,1,EA,0,,MHUARD
ZIT,MACBOOKPRO13-DR,"Laptop, MacBook Pro 13"" RETINA D (1 ea)",SC02QD2PRFVH8,7SR,201,4900127430,9/24/15,1,EA,"2,142.00",5215352,FPIERRE
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00HG8WM,OSR,101,5000172345,9/22/15,1,EA,"2,608.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00HG8WM,OSR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00HG8WM,7SR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00HG8WM,7SR,201,4900134304,1/6/16,1,EA,"2,605.21",1805011,ZUKOWSKI
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00JG8WM,OSR,101,5000172345,9/22/15,1,EA,"2,608.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00JG8WM,OSR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00JG8WM,7SR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00JG8WM,7SR,201,4900128745,10/13/15,1,EA,"2,601.03",1805011,FPIERRE
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00KG8WM,OSR,101,5000172345,9/22/15,1,EA,"2,608.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00KG8WM,OSR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00KG8WM,7SR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00KG8WM,7SR,201,4900132909,12/9/15,1,EA,"2,605.21",1805011,ZUKOWSKI
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00LG8WM,OSR,101,5000172345,9/22/15,1,EA,"2,608.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00LG8WM,OSR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00LG8WM,7SR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00LG8WM,7SR,201,4900131174,11/13/15,1,EA,"2,603.71",1805011,ZUKOWSKI
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00MG8WM,OSR,101,5000172345,9/22/15,1,EA,"2,608.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00MG8WM,OSR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00MG8WM,7SR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00MG8WM,7SR,201,4900130618,11/5/15,1,EA,"2,603.74",1805011,ZUKOWSKI
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00NG8WM,OSR,101,5000172345,9/22/15,1,EA,"2,608.00",,BILLG
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00NG8WM,OSR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00NG8WM,7SR,311,4900127186,9/22/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02QF00NG8WM,7SR,201,4900130457,11/4/15,1,EA,"2,603.74",1805011,ZUKOWSKI
