sys_import_state,template_import_log,u_casper_id,u_computer_name,u_last_user,u_model,u_model_id,u_os_name,u_os_version,u_processor_count,u_processor_speed,u_serial_number,sys_updated_on,sys_transform_map
Inserted,,"2,909",wmc93-8ba,dthomas,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02ML1XTFD59,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,910",gmd04-b26,carmineb,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.9.5,4,"3,200",D25MR10SF8J9,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,911",gmd52-b47,nickp,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.9.5,4,"3,200",D25MT0NVF8J9,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,920",gm9bb-765,dkling,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25MT0P2F8J9,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,921",gmd53-0b8,fwhuang,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25MT0P3F8J9,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,938",wm162-0ab,lemieux,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,700",C02L80H5FFT3,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,940",wmc95-78c,honghee,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02ML1XVFD59,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,942",wmb61-ed5,hailei,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MM98MF6T6,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,944",wme2f-11a,dlogan,13-inch Retina MacBook Pro (Late 2013),"MacBookPro11,1",Mac OS X,10.10.5,2,"2,800",C02N203NFH05,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"2,945",wmca0-6a0,fitz,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MM2A8FD58,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,947",wmd91-3a6,ashleym,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MR21YFD58,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"2,949",wm64f-c74,msaylor,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02L41UJF6T6,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"2,952",wmb6c-5b9,lgirard,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MQ6WVF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,955",bm849-475,david,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02LF00DF1G3,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"2,956",GMD04-B3B,jbuabbud,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25MR10TF8J9,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,957",wmd8e-c86,andreag,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MR21WFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,960",wm19e-787,eliezer,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.10.5,4,"2,600",C02J4A74DKQ5,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,961",wm215-343,ppolak,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,700",C02L31G6FFT3,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,962",wmd91-8e8,kamburov,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MR222FD58,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,965",wmb6a-a9f,ddaniels,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MQ6WRF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,966",wmb6b-f97,jbarnett,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MQ6WHF6T6,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"2,969",wmd91-3a8,jshih,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MR22EFD58,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,970",wmd91-6f6,jdoench,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MR22GFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,972",wm64f-06e,lgerber,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02L427NF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,973",wmd2b-dec,weisburd,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MC1VVFD58,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,974",wmcdf-382,mburger,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02MN087FD59,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,976",wm20e-eaa,durney,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LD2GTF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,979",wm945-844,cfonseka,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MD27UF6T6,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,980",gma9b-8b8,gphillip,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.9.5,4,"3,200",D25N30KEF8J9,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,981",wmd91-6be,chittick,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MR22AFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,982",wmd79-ca8,sfreeman,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MR22KFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,984",wmd91-6c4,guogw,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MR22HFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,985",wmb63-403,mtabaka,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MQ6WKF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,987",wm915-206,kwest,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MD28JF6T6,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,988",wmc93-4ac,davidben,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02ML1YAFD59,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,989",MacBook Pro,shsingh,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02ML1XUFD59,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,990",wmb6c-c53,mbiton,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MQ6WWF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,991",gma9d-87c,bpaul,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25N30K4F8J9,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"2,993",gma9b-419,rivas,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25N30K9F8J9,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,994",wmc01-207,rah,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MV824F6T6,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,995",wmc05-601,bronwyn,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MV827F6T6,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,997",wmb62-0b3,davide,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MM98QF6T6,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,998",wmc06-c51,yarden,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MV81WF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"2,999",wmc15-2d2,jgentry,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MJ2KYFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,002",wmdef-d64,jdavis,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MW1JUFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,003",wmde9-9e2,kbilling,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MW1JYFD58,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"3,004",wmd92-d2c,scarpent,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MR22DFD58,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"3,006",bmb79-b90,onofrio,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,400",C02N400NFPF4,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"3,007",wm897-fe0,akozol,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LG53FF6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"3,008",wmb60-c87,jesbarba,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MM98RF6T6,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,009",wmb60-c75,eleshch,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MM98WF6T6,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"3,011",wm129-9d4,ehodis,MacBook Air (11-inch Mid 2013),"MacBookAir6,1",Mac OS X,10.9.5,2,"1,700",C02N804AG5RL,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,013",wm490-77e,alefk,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02LT02DFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,015",wmdd2-fde,gill,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MW1JWFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"3,016",wmdef-6b0,sadefeld,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MW1JVFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"3,017",wmdef-6c8,mathias,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MW1HYFD58,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"3,018",wma6b-439,schreiber,MacBook Air (11-inch Mid 2011),"MacBookAir4,1",Mac OS X,10.9.5,2,"1,800",C02HN031DRHF,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"3,019",wmdef-7f2,creddy,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MW1HWFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,020",wmde9-9e0,jeaton,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MW1JTFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,021",wmdef-6b6,dfield,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MW1HXFD58,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,023",wmb6c-2fb,sjgill,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MQ6WXF6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"3,024",wmdef-6d8,nshoresh,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MW1JSFD58,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,025",gmbf5-185,jdahlman,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25N70JXF8J9,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"3,026",wmdc3-6f6,gavinha,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MV082FT4P,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,027",wmdc3-6d0,cmccowan,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MV0BXFT4P,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,028",wm250-3cc,cfonseka,13-inch Retina MacBook Pro (Late 2013),"MacBookPro11,1",Mac OS X,10.9.5,2,"3,000",C02N93BWG3QR,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,029",wm252-3c6,mgutierr,13-inch Retina MacBook Pro (Late 2013),"MacBookPro11,1",Mac OS X,10.9.5,2,"3,000",C02N93A6G3QR,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,030",wmc94-e2c,mocana,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02ML1YBFD59,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"3,031",gmc34-b7c,aravind,Mac mini Server (Late 2012),"Macmini6,2",Mac OS X,10.10.5,4,"2,600",C07NC07WDY3H,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,032",wm16f-c72,mesirov,MacBook Air (11-inch Mid 2013),"MacBookAir6,1",Mac OS X,10.10.5,2,"1,700",C02NC0PUG5RL,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,034",wmc01-217,gjasso,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MV820F6T6,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"3,035",gm181-1c9,cwivagg,15-inch MacBook Pro (Mid 2010),"MacBookPro6,2",Mac OS X,10.9.5,2,"2,530",W80260MDAGY,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"3,036",wmdcc-86a,jwright,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MV0CWFT4P,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"3,037",wm251-d0c,pmertins,13-inch Retina MacBook Pro (Late 2013),"MacBookPro11,1",Mac OS X,10.9.5,2,"3,000",C02NC25GG3QT,1/11/16 10:12,ITAM - Casper Computer
Inserted,,"3,039",wmdad-3eb,latour,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02N2660G5RP,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,042",wm197-e31,jellert,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,700",C02L21GGFFT3,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"3,045",wm1a5-fef,cnolet,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.10.5,4,"2,700",C02KM1J4FFT3,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,046",wmdae-b43,johnkwon,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02N25LSG5RP,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,048",wmdc8-dd8,khajuria,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02MV0CMFT4P,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"3,049",wmdcc-92c,scottsu,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MV0AVFT4P,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,050",wm03c-15a,subraman,MacBook Air (11-inch Mid 2013),"MacBookAir6,1",Mac OS X,10.9.5,2,"1,400",C02N64QRG084,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,051",cm59f-0fa,zleber,"iMac Intel (27-inch, Mid 2010)","iMac11,3",Mac OS X,10.9.5,4,"2,930",QP1080ZTDNR,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,052",wmdce-906,amanning,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MV0JQFT4P,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,053",wmdcc-91a,asmargon,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MV0R4FT4P,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,054",wme6c-d12,spoynter,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M42FRF6T6,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,055",wm30f-3dd,efailing,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02M635GFD59,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,057",wm1b9-52e,rienstra,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,200",C02N82SCG3QC,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,058",wme09-b77,aaguirre,13-inch Retina MacBook Pro (Late 2012),"MacBookPro10,2",Mac OS X,10.9.5,2,"3,000",C02LH0Q4FFRR,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,059",wm10e-63c,francois,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,200",C02N6BY9G3QC,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,060",gm314-204,bhill,MacPro (Early 2008),"MacPro3,1",Mac OS X,10.10.5,8,"2,800",G89070G4XYL,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,063",wme2f-196,ahaber,13-inch Retina MacBook Pro (Late 2013),"MacBookPro11,1",Mac OS X,10.10.5,2,"2,800",C02N203MFH05,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,064",wmd53-fa7,scottmat,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,600",C02JJ0V2DKQ5,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,067",wmdcd-062,bcleary,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MV0CYFT4P,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,068",wma99-67a,rgupta,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02M22SGFD58,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,072",wme18-efe,rahuls,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MX1J8FD59,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,073",wme18-ed2,bhaas,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MX1J6FD59,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,074",gmc8e-2c4,marklee,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.9.5,4,"3,200",D25ND06WF8J9,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"3,075",rmc8b-4a8,apowers,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.9.5,4,"3,200",D25ND06XF8J9,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,076",wme18-330,jaegil,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MX1JFFD59,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"3,077",wme18-1e6,nlennon,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MX1JGFD59,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,078",cmc8b-c38,nlennon,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25NC0RFF8J9,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,080",wme13-ba1,shalek,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,600",C02JW20UDKQ5,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,081",wmc07-005,dskifter,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MV81TF6T6,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,082",wme18-1e4,njharlen,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02MX1JEFD59,1/11/16 10:13,ITAM - Casper Computer
Inserted,,"3,084",wm8af-83f,dejonghe,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02MC3HEF6T6,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,089",wme19-09e,bang,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02MX1J7FD59,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,100",wm1be-486,thoppe,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,200",C02N82SMG3QC,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,102",wmc04-e85,mikane,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MV825F6T6,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,103",wme18-f78,karthik,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02MX1J5FD59,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,109",wm1be-472,asturm,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,200",C02N82S9G3QC,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,112",wmdae-b45,qihong,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02N25LRG5RP,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,123",gmcb0-590,cbonner,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25NJ054F8J9,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,126",wmc04-ded,boli,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02MV823F6T6,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,128",gmc9e-472,mitsuish,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.9.5,4,"3,200",D25NJ09YF8J9,1/11/16 10:15,ITAM - Casper Computer
Inserted,,"3,129",wmc35-9da,dkennedy,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MJ2L5FD58,1/11/16 10:15,ITAM - Casper Computer
Inserted,,"3,130",wm89b-9c6,rkubiak,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,200",C02ND8JKG3QC,1/11/16 10:15,ITAM - Casper Computer
Inserted,,"3,132",cmc9c-aef,mhusby,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25NH0U3F8J9,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,133",wm1b6-63c,pband,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,200",C02N82DZG3QC,1/11/16 10:15,ITAM - Casper Computer
Inserted,,"3,134",wm1bd-a66,ddavison,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,200",C02N81JEG3QC,1/11/16 10:15,ITAM - Casper Computer
Inserted,,"3,136",wma13-75e,farjoun,13-inch Retina MacBook Pro (Late 2013),"MacBookPro11,1",Mac OS X,10.9.5,2,"3,000",C02NK0S9G3QT,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,138",wm18b-d74,paulcao,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,800",C02N70M8G3QP,1/11/16 10:15,ITAM - Casper Computer
Inserted,,"3,141",wm8af-318,dbourque,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,200",C02NDA32G3QC,1/11/16 10:15,ITAM - Casper Computer
Inserted,,"3,142",cmcdc-864,stoneham,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25NL0DSF8J9,1/11/16 10:14,ITAM - Casper Computer
Inserted,,"3,145",wmf6b-475,rmunshi,MacBook Air (11-inch Mid 2012),"MacBookAir5,1",Mac OS X,10.9.5,2,"2,000",C02J91CFDRV9,1/11/16 10:15,ITAM - Casper Computer
Inserted,,"3,147",wm490-27c,dzdeb,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02LT02CFD58,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"3,148",wmca1-fd0,jgoot,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02MM29CFD58,1/11/16 10:15,ITAM - Casper Computer
Inserted,,"3,149",gmce1-748,mesirov,"iMac Intel (27-inch, Late 2013)","iMac14,2",Mac OS X,10.10.5,4,"3,200",D25NL0DFF8J9,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"3,150",wm28b-366,boettger,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,200",C02NDA99G3QC,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"3,151",wm163-d28,bstogryn,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02L88CWF6T6,1/11/16 10:15,ITAM - Casper Computer
