name,assigned_to,u_casper_id,u_casper_id,manufacturer,serial_number,u_serial_number,location,u_mac_address,u_filemaker_id,sys_updated_on,disk_space
wmb6a-7b5,,3398,"3,398",Apple,C02MQ6WSF6T6,C02MQ6WSF6T6,,,281648,1/11/16 10:16,
wmdad-c91,,3399,"3,399",Apple,C02N265ZG5RP,C02N265ZG5RP,,,274464,1/11/16 10:03,
wm98d-4e8,,3400,"3,400",Apple,C02LM5ARF6T6,C02LM5ARF6T6,,,276608,1/11/16 10:06,
WMD08-F62,,3401,"3,401",Apple,C02P93RCG3QC,C02P93RCG3QC,,,276520,1/11/16 10:06,
WM8AC-93A,,3402,"3,402",Apple,C02PG0L4G3QN,C02PG0L4G3QN,,,281376,1/11/16 10:15,
wmbfd-c19,,3403,"3,403",Apple,C02PK1X3FVH8,C02PK1X3FVH8,,,281384,1/11/16 10:15,
wmd5b-523,,3404,"3,404",Apple,C02PK64XFVH8,C02PK64XFVH8,,,275142,1/11/16 10:04,
wm688-8c6,,3405,"3,405",Apple,C02P32SUG5RP,C02P32SUG5RP,,,276958,1/11/16 10:07,
wmd0c-6a0,,3406,"3,406",Apple,C02P92MEG3QC,C02P92MEG3QC,,,281720,1/11/16 10:15,
wmd0d-2e6,,3407,"3,407",Apple,C02P93K9G3QC,C02P93K9G3QC,,,281752,1/11/16 10:15,
WMB61-DF5,,3409,"3,409",Apple,C02MM98UF6T6,C02MM98UF6T6,,,274472,1/11/16 10:03,
WMDAF-275,,3410,"3,410",Apple,C02N25LWG5RP,C02N25LWG5RP,,,281728,1/11/16 10:15,
wm689-cc0,,3411,"3,411",Apple,C02P32SMG5RP,C02P32SMG5RP,,,281616,1/11/16 10:15,
wm89e-82c,,3412,"3,412",Apple,C02ND8EBG3QC,C02ND8EBG3QC,,,281768,1/11/16 10:15,
wmdae-cab,,3413,"3,413",Apple,C02N25LKG5RP,C02N25LKG5RP,,,276600,1/11/16 10:06,
wm688-8ca,,3415,"3,415",Apple,C02P32SXG5RP,C02P32SXG5RP,,,277660,1/11/16 10:12,
wm1d6-95e,,3416,"3,416",Apple,C02NF5KNG5RP,C02NF5KNG5RP,,,278808,1/11/16 10:12,
wmd1a-e88,,3417,"3,417",Apple,C02P93UXG3QC,C02P93UXG3QC,,,277536,1/11/16 10:11,
wmd6b-6d5,,3418,"3,418",Apple,C02PM1EKFVH8,C02PM1EKFVH8,,,281776,1/11/16 10:15,
gm24f-fd7,,3419,"3,419",Apple,D25PM0CJF8J9,D25PM0CJF8J9,,,275686,1/11/16 10:05,
gm26c-d65,,3420,"3,420",Apple,D25PM0CHF8J9,D25PM0CHF8J9,,,278138,1/11/16 10:12,
wm688-b74,,3421,"3,421",Apple,C02P32SQG5RP,C02P32SQG5RP,,,279744,1/11/16 10:13,
wmd0d-37a,,3422,"3,422",Apple,C02P92MVG3QC,C02P92MVG3QC,,,277668,1/11/16 10:11,
wmcff-24a,,3423,"3,423",Apple,C02P92SDG3QC,C02P92SDG3QC,,,275696,1/11/16 10:05,
wm634-4e8,,3426,"3,426",Apple,C02P32SSG5RP,C02P32SSG5RP,,,281736,1/11/16 10:16,
wm8cf-834,,3427,"3,427",Apple,C02PG7QKG3QC,C02PG7QKG3QC,,,276512,1/11/16 10:06,
wmb60-d67,,3428,"3,428",Apple,C02MM993F6T6,C02MM993F6T6,,,279436,1/11/16 10:12,
wmd1a-e64,,3430,"3,430",Apple,C02P93VJG3QC,C02P93VJG3QC,,,276148,1/11/16 10:06,
gm188-43a,,3434,"3,434",Apple,C02NQBXAFY14,C02NQBXAFY14,,,276718,1/11/16 10:06,
wm8ce-9ee,,3435,"3,435",Apple,C02PG8J7G3QC,C02PG8J7G3QC,,,281792,1/11/16 10:15,
wm689-a04,,3437,"3,437",Apple,C02P32SLG5RP,C02P32SLG5RP,,,281392,1/11/16 10:16,
wm689-a36,,3438,"3,438",Apple,C02P32SJG5RP,C02P32SJG5RP,,,281760,1/11/16 10:16,
wm85b-c86,,3439,"3,439",Apple,C1MPD50HG944,C1MPD50HG944,,,277816,1/11/16 10:11,
wm8cf-25c,,3441,"3,441",Apple,C02PG8KNG3QC,C02PG8KNG3QC,,,276140,1/11/16 10:06,
wm0e2-2b6,,3443,"3,443",Apple,C02N77ZUG5RP,C02N77ZUG5RP,,,279412,1/11/16 10:12,
wmb6c-05f,,3444,"3,444",Apple,C02MQ6WUF6T6,C02MQ6WUF6T6,,,276736,1/11/16 10:06,
wmada-139,,3446,"3,446",Apple,C02PQ0BKGFWL,C02PQ0BKGFWL,,,281808,1/11/16 10:16,
wm8cf-260,,3447,"3,447",Apple,C02PG8KKG3QC,C02PG8KKG3QC,,,281816,1/11/16 10:16,
wm8c1-d7a,,3448,"3,448",Apple,C02PG8KWG3QC,C02PG8KWG3QC,,,281672,1/11/16 10:15,
wm857-984,,3449,"3,449",Apple,C1MPD4MVG944,C1MPD4MVG944,,,281872,1/11/16 10:16,
wm856-ffc,,3450,"3,450",Apple,C1MPD1XYG944,C1MPD1XYG944,,,276728,1/11/16 10:06,
wmdb6-44d,,3452,"3,452",Apple,C02PN2SNFVH8,C02PN2SNFVH8,,,279600,1/11/16 10:12,
wm663-1d4,,3453,"3,453",Apple,C02P32SVG5RP,C02P32SVG5RP,,,276592,1/11/16 10:06,
wm631-7e2,,3454,"3,454",Apple,C02P32SWG5RP,C02P32SWG5RP,,,279592,1/11/16 10:12,
wmd18-262,,3459,"3,459",Apple,C02PG1KDG3QC,C02PG1KDG3QC,,,281680,1/11/16 10:15,
wm8c1-fee,,3460,"3,460",Apple,C02PG8LBG3QC,C02PG8LBG3QC,,,281784,1/11/16 10:15,
wm85a-05a,,3462,"3,462",Apple,C1MPD53GG944,C1MPD53GG944,,,281912,1/11/16 10:16,
wm84d-10a,,3463,"3,463",Apple,C1MPD7YNG944,C1MPD7YNG944,,,281856,1/11/16 10:16,
wm8d4-04e,,3464,"3,464",Apple,C02PG7R4G3QC,C02PG7R4G3QC,,,275974,1/11/16 10:06,
wm85a-122,,3465,"3,465",Apple,C1MPD53JG944,C1MPD53JG944,,,281904,1/11/16 10:16,
wmd6b-451,,3478,"3,478",Apple,C02PMCD3G8WN,C02PMCD3G8WN,,,281688,1/11/16 10:16,
wmdd4-79b,,3482,"3,482",Apple,C02PN1B5G8WN,C02PN1B5G8WN,,,278308,1/11/16 10:12,
gm9a2-893,,3484,"3,484",Apple,D25K80QPDNMP,D25K80QPDNMP,,,281984,1/11/16 10:16,
gmc60-794,,3485,"3,485",Apple,F5KPQ0DUF694,F5KPQ0DUF694,,,281994,1/11/16 10:16,
wmdd4-277,,3486,"3,486",Apple,C02PN13ZG8WN,C02PN13ZG8WN,,,282010,1/11/16 10:16,
wmdde-337,,3490,"3,490",Apple,C02PN0A9G8WN,C02PN0A9G8WN,,,281800,1/11/16 10:16,
wmc82-d41,,3491,"3,491",Apple,C02PLM19G8WN,C02PLM19G8WN,,,282026,1/11/16 10:16,
wmccb-6fb,,3492,"3,492",Apple,C02PLJR3G8WN,C02PLJR3G8WN,,,282050,1/11/16 10:16,
wm85d-70c,,3494,"3,494",Apple,C1MPD4Z8G944,C1MPD4Z8G944,,,282074,1/11/16 10:16,
wm85b-f04,,3497,"3,497",Apple,C1MPD528G944,C1MPD528G944,,,275966,1/11/16 10:06,
wmca3-dc2,,3498,"3,498",Apple,C02ML2MQFD59,C02ML2MQFD59,,,282106,1/11/16 10:16,
wmccc-b17,,3499,"3,499",Apple,C02PLK39G8WN,C02PLK39G8WN,,,282114,1/11/16 10:16,
wmccd-405,,3504,"3,504",Apple,C02PLJWPG8WN,C02PLJWPG8WN,,,282066,1/11/16 10:16,
wmcc6-0a5,,3505,"3,505",Apple,C02PLJS8G8WN,C02PLJS8G8WN,,,282138,1/11/16 10:16,
wmcf1-21d,,3506,"3,506",Apple,C02PLJW8G8WN,C02PLJW8G8WN,,,281824,1/11/16 10:16,
wmdba-1fd,,3507,"3,507",Apple,C17PMRW0G8WN,C17PMRW0G8WN,,,282146,1/11/16 10:16,
wmdbb-525,,3508,"3,508",Apple,C02PN2SPFVH8,C02PN2SPFVH8,,,281696,1/11/16 10:15,
wm89d-d06,,3509,"3,509",Apple,C02M91VTF6T6,C02M91VTF6T6,,,282122,1/11/16 10:16,
wmf3e-823,,3510,"3,510",Apple,C02PW118G8WM,C02PW118G8WM,,,275948,1/11/16 10:06,
gm1d4-796,,3511,"3,511",Apple,D25P40RDFY14,D25P40RDFY14,,,282186,1/11/16 10:16,
gm1d4-837,,3512,"3,512",Apple,D25P40SVFY14,D25P40SVFY14,,,282196,1/11/16 10:16,
wmcf1-868,,3513,"3,513",Apple,C02PLJVNG8WN,C02PLJVNG8WN,,,276808,1/11/16 10:07,
wm800-58c,,3515,"3,515",Apple,C1MPH8AUG944,C1MPH8AUG944,,,277352,1/11/16 10:11,
wmf40-395,,3516,"3,516",Apple,C02PW131G8WM,C02PW131G8WM,,,279914,1/11/16 10:13,
wm85b-082,,3517,"3,517",Apple,C1MPD535G944,C1MPD535G944,,,279922,1/11/16 10:13,
wm841-469,,3518,"3,518",Apple,C1MPH7NNG944,C1MPH7NNG944,,,279930,1/11/16 10:13,
wmf3f-051,,3519,"3,519",Apple,C02PW0Y7G8WM,C02PW0Y7G8WM,,,274652,1/11/16 10:03,
wmf38-a01,,3520,"3,520",Apple,C02PW100G8WM,C02PW100G8WM,,,279938,1/11/16 10:13,
WMF3F-145,,3521,"3,521",Apple,C02PW132G8WM,C02PW132G8WM,,,277386,1/11/16 10:12,
wmccb-d4b,,3523,"3,523",Apple,C02PLJPSG8WN,C02PLJPSG8WN,,,282058,1/11/16 10:16,
wm7e1-5ed,,3525,"3,525",Apple,C1MPH6JWG944,C1MPH6JWG944,,,276384,1/11/16 10:06,
wmf3c-fc5,,3528,"3,528",Apple,C02PW11BG8WM,C02PW11BG8WM,,,282082,1/11/16 10:16,
wmf3e-aef,,3529,"3,529",Apple,C02PW101G8WM,C02PW101G8WM,,,282222,1/11/16 10:16,
wmf3c-913,,3530,"3,530",Apple,C02PW133G8WM,C02PW133G8WM,,,282214,1/11/16 10:16,
wm8b1-65a,,3531,"3,531",Apple,C02PG0KNG3QN,C02PG0KNG3QN,,,282230,1/11/16 10:16,
wm8b1-75c,,3532,"3,532",Apple,C02PG0L2G3QN,C02PG0L2G3QN,,,282238,1/11/16 10:16,
wm8b1-f74,,3533,"3,533",Apple,C02PG0F7G3QN,C02PG0F7G3QN,,,280354,1/11/16 10:14,
wm792-f9b,,3538,"3,538",Apple,C1MPJ06BG944,C1MPJ06BG944,,,282262,1/11/16 10:16,
wm07f-8a3,,3539,"3,539",Apple,C02PX32SG8WM,C02PX32SG8WM,,,278848,1/11/16 10:12,
wm074-ea3,,3540,"3,540",Apple,C02PX3DHG8WM,C02PX3DHG8WM,,,282286,1/11/16 10:16,
wm794-9c1,,3541,"3,541",Apple,C1MPH8AWG944,C1MPH8AWG944,,,282270,1/11/16 10:16,
wm793-401,,3542,"3,542",Apple,C1MPH8AHG944,C1MPH8AHG944,,,280320,1/11/16 10:14,
wm799-4c5,,3543,"3,543",Apple,C1MPJ067G944,C1MPJ067G944,,,274816,1/11/16 10:03,
wm075-0e7,,3544,"3,544",Apple,C02PX3E0G8WM,C02PX3E0G8WM,,,276156,1/11/16 10:06,
wmf2c-23a,,3545,"3,545",Apple,C02PL1C6G3QN,C02PL1C6G3QN,,,282002,1/11/16 10:16,
wm795-96f,,3548,"3,548",Apple,C1MPH7MHG944,C1MPH7MHG944,,,280328,1/11/16 10:14,
wmf20-ab6,,3549,"3,549",Apple,C02PL1C7G3QN,C02PL1C7G3QN,,,281656,1/11/16 10:15,
wmf20-c9a,,3550,"3,550",Apple,C02PL1BLG3QN,C02PL1BLG3QN,,,281114,1/11/16 10:14,
wm799-331,,3551,"3,551",Apple,C1MPJ010G944,C1MPJ010G944,,,282130,1/11/16 10:16,
wmf24-6ce,,3552,"3,552",Apple,C02M91PJF6T6,C02M91PJF6T6,,,277976,1/11/16 10:12,
wm068-e15,,3553,"3,553",Apple,C02PW22GG8WL,C02PW22GG8WL,,,281712,1/11/16 10:16,
gmba6-474,,3555,"3,555",Apple,D25N70R7F8J9,D25N70R7F8J9,,,282246,1/11/16 10:16,
GMD42-7DC,,3556,"3,556",Apple,D25MT0TMF8J9,D25MT0TMF8J9,,,282328,1/11/16 10:16,
wm6bc-6de,,3557,"3,557",Apple,C1MPW98RG944,C1MPW98RG944,,,282320,1/11/16 10:16,
wm6bb-70c,,3558,"3,558",Apple,C1MPX0EWG944,C1MPX0EWG944,,,281744,1/11/16 10:15,
wm6b2-3f0,,3560,"3,560",Apple,C1MPW994G944,C1MPW994G944,,,282344,1/11/16 10:16,
wmea4-f83,,3561,"3,561",Apple,C02PX2Y9G8WM,C02PX2Y9G8WM,,,278484,1/11/16 10:12,
wm074-e9f,,3562,"3,562",Apple,C02PX3DFG8WM,C02PX3DFG8WM,,,280586,1/11/16 10:14,
wmf2f-1d0,,3566,"3,566",Apple,C02PL1BKG3QN,C02PL1BKG3QN,,,282278,1/11/16 10:16,
wm793-3ab,,3568,"3,568",Apple,C1MPH8AXG944,C1MPH8AXG944,,,282360,1/11/16 10:16,
wm6b5-a46,,3569,"3,569",Apple,C1MPW8VRG944,C1MPW8VRG944,,,275624,1/11/16 10:05,
lm184-19d,,3570,"3,570",Apple,C02LF00TFFT3,C02LF00TFFT3,,,282392,1/11/16 10:16,
wmf20-ab4,,3571,"3,571",Apple,C02PL1C8G3QN,C02PL1C8G3QN,,,276568,1/11/16 10:06,
wm6b6-23e,,3572,"3,572",Apple,C1MPW8W1G944,C1MPW8W1G944,,,282376,1/11/16 10:16,
wm036-705,,3573,"3,573",Apple,C02PX3C6G8WM,C02PX3C6G8WM,,,282400,1/11/16 10:16,
wmf20-abc,,3574,"3,574",Apple,C02PL1BTG3QN,C02PL1BTG3QN,,,278492,1/11/16 10:11,
wm073-873,,3575,"3,575",Apple,C02PX3DZG8WM,C02PX3DZG8WM,,,282254,1/11/16 10:16,
gm363-b18,,3576,"3,576",Apple,D25PM0A4F8J9,D25PM0A4F8J9,,,280344,1/11/16 10:14,
wmf20-aac,,3577,"3,577",Apple,C02PL1BNG3QN,C02PL1BNG3QN,,,282416,1/11/16 10:16,
wm6bb-406,,3578,"3,578",Apple,C1MPX0EXG944,C1MPX0EXG944,,,282442,1/11/16 10:16,
gm3c8-654,,3579,"3,579",Apple,D25PP0HJF8J9,D25PP0HJF8J9,,,282310,1/11/16 10:16,
wm074-441,,3580,"3,580",Apple,C02PW226G8WL,C02PW226G8WL,,,282474,1/11/16 10:16,
wm6b6-276,,3581,"3,581",Apple,C1MPW8WBG944,C1MPW8WBG944,,,282482,1/11/16 10:16,
wm06e-59d,,3582,"3,582",Apple,C02PW227G8WL,C02PW227G8WL,,,282466,1/11/16 10:16,
wm0ea-923,,3584,"3,584",Apple,C02Q208WG8WM,C02Q208WG8WM,,,282458,1/11/16 10:16,
wm6bc-720,,3585,"3,585",Apple,C1MPW98QG944,C1MPW98QG944,,,282508,1/11/16 10:17,
wm6bb-3de,,3586,"3,586",Apple,C1MPX0F5G944,C1MPX0F5G944,,,277046,1/11/16 10:07,
gm3c8-50a,,3587,"3,587",Apple,D25PP0HGF8J9,D25PP0HGF8J9,,,282424,1/11/16 10:16,
wm074-ead,,3588,"3,588",Apple,C02PX3DEG8WM,C02PX3DEG8WM,,,282524,1/11/16 10:17,
wm069-765,,3590,"3,590",Apple,C02PW22PG8WL,C02PW22PG8WL,,,281864,1/11/16 10:16,
wm069-763,,3591,"3,591",Apple,C02PW22MG8WL,C02PW22MG8WL,,,276656,1/11/16 10:06,
wm073-acb,,3592,"3,592",Apple,C02PX37MG8WM,C02PX37MG8WM,,,276212,1/11/16 10:06,
wm073-115,,3594,"3,594",Apple,C02PW22UG8WL,C02PW22UG8WL,,,282302,1/11/16 10:16,
wm6af-3d4,,3595,"3,595",Apple,C1MPW98TG944,C1MPW98TG944,,,277728,1/11/16 10:11,
wm710-326,,3596,"3,596",Apple,C1MQ25R6G944,C1MQ25R6G944,,,277736,1/11/16 10:11,
wm073-b03,,3597,"3,597",Apple,C02PX37YG8WM,C02PX37YG8WM,,,279020,1/11/16 10:12,
cmcf4-f93,,3599,"3,599",Apple,D25PQ002F8J9,D25PQ002F8J9,,,282490,1/11/16 10:16,
wm0e9-683,,3600,"3,600",Apple,C02Q13MYG8WM,C02Q13MYG8WM,,,280026,1/11/16 10:13,
wm0eb-41b,,3601,"3,601",Apple,C02Q208ZG8WM,C02Q208ZG8WM,,,277808,1/11/16 10:12,
wm074-19f,,3602,"3,602",Apple,C02PW22EG8WL,C02PW22EG8WL,,,279100,1/11/16 10:12,
wm073-109,,3603,"3,603",Apple,C02PW22HG8WL,C02PW22HG8WL,,,279108,1/11/16 10:12,
wm074-e41,,3604,"3,604",Apple,C02PW22JG8WL,C02PW22JG8WL,,,279116,1/11/16 10:12,
wm0ea-937,,3605,"3,605",Apple,C02Q208XG8WM,C02Q208XG8WM,,,280946,1/11/16 10:14,
wm074-19b,,3606,"3,606",Apple,C02PW22AG8WL,C02PW22AG8WL,,,280954,1/11/16 10:14,
wm074-195,,3607,"3,607",Apple,C02PW22BG8WL,C02PW22BG8WL,,,280458,1/11/16 10:14,
wm073-10d,,3608,"3,608",Apple,C02PW22RG8WL,C02PW22RG8WL,,,276300,1/11/16 10:06,
wm6b5-e80,,3610,"3,610",Apple,C1MPW8VQG944,C1MPW8VQG944,,,282450,1/11/16 10:16,
wm6e9-9b4,,3611,"3,611",Apple,C1MPX16BG944,C1MPX16BG944,,,282408,1/11/16 10:16,
wm073-111,,3612,"3,612",Apple,C02PW22SG8WL,C02PW22SG8WL,,,281936,1/11/16 10:16,
wm071-955,,3613,"3,613",Apple,C02PW22KG8WL,C02PW22KG8WL,,,282540,1/11/16 10:17,
wm6b8-4fe,,3614,"3,614",Apple,C1MPW8WCG944,C1MPW8WCG944,,,282434,1/11/16 10:16,
wm0ea-92d,,3615,"3,615",Apple,C02Q2091G8WM,C02Q2091G8WM,,,275780,1/11/16 10:05,
wm712-956,,3618,"3,618",Apple,C1MQ1A2KG944,C1MQ1A2KG944,,,282098,1/11/16 10:16,
wm074-197,,3619,"3,619",Apple,C02PW228G8WL,C02PW228G8WL,,,277108,1/11/16 10:07,
wm0ea-939,,3620,"3,620",Apple,C02Q2090G8WM,C02Q2090G8WM,,,280482,1/11/16 10:14,
"WMC46-66C
",,3621,"3,621",Apple,C02NX4ZLG3QC,C02NX4ZLG3QC,,,282352,1/11/16 10:16,
WM89D-636,,3622,"3,622",Apple,C02NDA6ZG3QC,C02NDA6ZG3QC,,,279502,1/11/16 10:11,
CM337-3B4,,3623,"3,623",Apple,D25J71BBDHJW,D25J71BBDHJW,,,282588,1/11/16 10:17,
wm06a-f59,,3624,"3,624",Apple,C02PW22QG8WL,C02PW22QG8WL,,,282090,1/11/16 10:16,
wm6cc-ade,,3627,"3,627",Apple,C1MPX1A7G944,C1MPX1A7G944,,,277476,1/11/16 10:11,
wmedf-add,,3628,"3,628",Apple,C02PR2YGFVH8,C02PR2YGFVH8,,,282580,1/11/16 10:17,
wmc0a-661,,3629,"3,629",Apple,C02PF2KAFVH8,C02PF2KAFVH8,,,282532,1/11/16 10:17,
lm671-406,,3630,"3,630",Apple,C02L492MF6T6,C02L492MF6T6,,,282336,1/11/16 10:16,
wme6c-ed4,,3631,"3,631",Apple,C02M42G4F6T6,C02M42G4F6T6,,,275482,1/11/16 10:05,
wmdae-b73,,3632,"3,632",Apple,C02N25LXG5RP,C02N25LXG5RP,,,281960,1/11/16 10:16,
wm0e7-73d,,3633,"3,633",Apple,C02Q202DG8WL,C02Q202DG8WL,,,281944,1/11/16 10:16,
wmccb-b55,,3634,"3,634",Apple,C02PLJRSG8WN,C02PLJRSG8WN,,,282548,1/11/16 10:17,
lm671-414,,3635,"3,635",Apple,C02L492LF6T6,C02L492LF6T6,,,278730,1/11/16 10:12,
lm66e-aea,,3636,"3,636",Apple,C02L492KF6T6,C02L492KF6T6,,,280336,1/11/16 10:14,
wm851-a79,,3638,"3,638",Apple,C02Q7229FVH8,C02Q7229FVH8,,,282572,1/11/16 10:17,
wm85d-376,,3639,"3,639",Apple,C1MPD51XG944,C1MPD51XG944,,,275426,1/11/16 10:05,
WM074-1A1,,3641,"3,641",Apple,C02PW229G8WL,C02PW229G8WL,,,282556,1/11/16 10:17,
wm0ec-5cf,,3642,"3,642",Apple,C02Q202HG8WL,C02Q202HG8WL,,,282564,1/11/16 10:17,
wm6e9-1ba,,3643,"3,643",Apple,C1MPX16CG944,C1MPX16CG944,,,280018,1/11/16 10:13,
wm6ca-4d6,,3644,"3,644",Apple,C1MPX19SG944,C1MPX19SG944,,,281848,1/11/16 10:16,
wm0eb-41f,,3645,"3,645",Apple,C02Q208YG8WM,C02Q208YG8WM,,,282162,1/11/16 10:16,
wm47a-5ff,,3646,"3,646",Apple,C02J67SGDKQ5,C02J67SGDKQ5,,,282294,1/11/16 10:16,
wm0ec-9a7,,3648,"3,648",Apple,C02Q202FG8WL,C02Q202FG8WL,,,279188,1/11/16 10:12,
wm09e-13f,,3649,"3,649",Apple,C02Q202JG8WL,C02Q202JG8WL,,,279196,1/11/16 10:12,
wm0ec-6b5,,3650,"3,650",Apple,C02Q202GG8WL,C02Q202GG8WL,,,280498,1/11/16 10:14,
wm6d6-902,,3651,"3,651",Apple,C1MPX153G944,C1MPX153G944,,,280506,1/11/16 10:14,
wm0eb-4dd,,3653,"3,653",Apple,C02Q2092G8WM,C02Q2092G8WM,,,281632,1/11/16 10:16,
Wm069-177,,3654,"3,654",Apple,C02PW22NG8WL,C02PW22NG8WL,,,279752,1/11/16 10:13,
WM9E1-18A,,3655,"3,655",Apple,C02LX4P5FD59,C02LX4P5FD59,,,279044,1/11/16 10:12,
wm0ec-9bd,,3656,"3,656",Apple,C02Q202AG8WL,C02Q202AG8WL,,,281952,1/11/16 10:16,
wm6e9-1f2,,3657,"3,657",Apple,C1MPX141G944,C1MPX141G944,,,279180,1/11/16 10:11,
wm0ec-995,,3658,"3,658",Apple,C02Q202EG8WL,C02Q202EG8WL,,,277622,1/11/16 10:12,
wm6cc-dd8,,3659,"3,659",Apple,C1MPX17CG944,C1MPX17CG944,,,275578,1/11/16 10:05,
wm710-a3e,,3660,"3,660",Apple,C1MQ2681G944,C1MQ2681G944,,,282042,1/11/16 10:16,
wm0ed-685,,3661,"3,661",Apple,C02Q1426G8WM,C02Q1426G8WM,,,281920,1/11/16 10:16,
wm09e-167,,3662,"3,662",Apple,C02Q202KG8WL,C02Q202KG8WL,,,281888,1/11/16 10:16,
wm0ea-06b,,3663,"3,663",Apple,C02Q202CG8WL,C02Q202CG8WL,,,277574,1/11/16 10:12,
wm6cc-91e,,3664,"3,664",Apple,C1MPX19KG944,C1MPX19KG944,,,281640,1/11/16 10:15,
wm6eb-1f0,,3666,"3,666",Apple,C1MPX154G944,C1MPX154G944,,,281896,1/11/16 10:16,
wm0e9-d41,,3667,"3,667",Apple,C02Q202BG8WL,C02Q202BG8WL,,,275848,1/11/16 10:05,
wm6ba-180,,3668,"3,668",Apple,C1MPX099G944,C1MPX099G944,,,275794,1/11/16 10:05,
wm6cc-dc6,,3669,"3,669",Apple,C1MPX19VG944,C1MPX19VG944,,,281976,1/11/16 10:16,
wm0ea-9ad,,3670,"3,670",Apple,C02Q13TUG8WM,C02Q13TUG8WM,,,282368,1/11/16 10:16,
wm712-0e6,,3671,"3,671",Apple,C1MQ1A2DG944,C1MQ1A2DG944,,,277582,1/11/16 10:11,
wm0e9-599,,3672,"3,672",Apple,C02Q13TVG8WM,C02Q13TVG8WM,,,281840,1/11/16 10:16,
wm0ea-79d,,3673,"3,673",Apple,C02Q144BG8WM,C02Q144BG8WM,,,281832,1/11/16 10:16,
wm1a0-307,,3674,"3,674",Apple,C02Q355KG8WL,C02Q355KG8WL,,,282034,1/11/16 10:16,
wmd78-29e,,3675,"3,675",Apple,C02PG0KYG3QN,C02PG0KYG3QN,,,277186,1/11/16 10:11,
WM826-F93,,3676,"3,676",Apple,C02Q63ZQG8WM,C02Q63ZQG8WM,,,279060,1/11/16 10:12,
wm8d0-0f0,,3677,"3,677",Apple,C1MQ64Q2G944,C1MQ64Q2G944,,,279332,1/11/16 10:11,
WM7A8-CEB,,3679,"3,679",Apple,C02Q50TPG8WL,C02Q50TPG8WL,,,281928,1/11/16 10:16,
wm478-e37,,3680,"3,680",Apple,C02J67SJDKQ5,C02J67SJDKQ5,,,279340,1/11/16 10:12,
wm8cf-062,,3681,"3,681",Apple,C1MQ64Q1G944,C1MQ64Q1G944,,,282500,1/11/16 10:17,
WM81F-A3F,,3682,"3,682",Apple,C02Q63ZMG8WM,C02Q63ZMG8WM,,,275924,1/11/16 10:06,
wm7a5-089,,3683,"3,683",Apple,C02Q50XBG8WL,C02Q50XBG8WL,,,282516,1/11/16 10:17,
wm843-d7b,,3684,"3,684",Apple,C02Q81FLFVH8,C02Q81FLFVH8,,,282154,1/11/16 10:16,
wm823-781,,3686,"3,686",Apple,C02Q63ZBG8WM,C02Q63ZBG8WM,,,274938,1/11/16 10:04,
gm561-177,,3687,"3,687",Apple,C02K2184F1G3,C02K2184F1G3,,,282384,1/11/16 10:16,
wm1e2-1e9,,3688,"3,688",Apple,C02Q50ZMG8WL,C02Q50ZMG8WL,,,276776,1/11/16 10:06,
glm393-d1b,,3689,"3,689",Apple,QP841187ZE2,QP841187ZE2,,,276784,1/11/16 10:07,
wmd85-d7d,,3690,"3,690",Apple,C02PN3MFG8WN,C02PN3MFG8WN,,,277630,1/11/16 10:12,
wm20f-3d2,,3691,"3,691",Apple,C02LD2GRF6T6,C02LD2GRF6T6,,,275394,1/11/16 10:05,
wmbf8-9be,,3692,"3,692",Apple,C02NQ1FSG5RP,C02NQ1FSG5RP,,,280768,1/11/16 10:14,
wm031-80a,,3693,"3,693",Apple,C02K430FDRVG,C02K430FDRVG,,,281368,1/11/16 10:15,
wmdd6-561,,3695,"3,695",Apple,C02PN12UG8WN,C02PN12UG8WN,,,278348,1/11/16 10:12,
wm8b4-99e,,3696,"3,696",Apple,C02NFE1VG3QC,C02NFE1VG3QC,,,278356,1/11/16 10:11,
wmdba-d93,,3697,"3,697",Apple,C02PN116G8WN,C02PN116G8WN,,,277498,1/11/16 10:12,
wm80b-169,,3698,"3,698",Apple,C02Q70KLG8WL,C02Q70KLG8WL,,,278220,1/11/16 10:12,
wmee4-307,,3699,"3,699",Apple,C02PT26KFVH8,C02PT26KFVH8,,,279736,1/11/16 10:13,
gmcaf-a47,,3700,"3,700",Apple,C02KJ308F1G3,C02KJ308F1G3,,,276792,1/11/16 10:07,
gm0b4-4af,,3701,"3,701",Apple,C02KJ309F1G3,C02KJ309F1G3,,,280530,1/11/16 10:14,
wm183-33d,,3703,"3,703",Apple,C02LD1NMFFT3,C02LD1NMFFT3,,,276528,1/11/16 10:06,
WM800-E97,,3704,"3,704",Apple,C02Q70Q6G8WL,C02Q70Q6G8WL,,,278340,1/11/16 10:12,
wm6b2-190,,3708,"3,708",Apple,C1MPW997G944,C1MPW997G944,,,275402,1/11/16 10:05,
wm822-9df,,3710,"3,710",Apple,C02Q63ZRG8WM,C02Q63ZRG8WM,,,276702,1/11/16 10:06,
wm06a-58f,,3711,"3,711",Apple,C02PX0MAFVH8,C02PX0MAFVH8,,,281012,1/11/16 10:14,
gm514-82e,,3712,"3,712",Apple,D25GJ0C6DHJW,D25GJ0C6DHJW,,,276800,1/11/16 10:07,
wm8cb-e9c,,3713,"3,713",Apple,C1MQ64QNG944,C1MQ64QNG944,,,275458,1/11/16 10:05,
